sex,age,age_cat,race,r_decile_score,score_text,priors_count,v_decile_score,v_score_text,c_charge_degree,is_recid
Male,20,Less than 25,Caucasian,9,High,1,10,High,F,1
Male,22,Less than 25,African-American,4,Low,0,6,Medium,F,0
Female,51,Greater than 45,Hispanic,1,Low,0,1,Low,M,0
Male,24,Less than 25,African-American,4,Low,2,4,Low,M,1
Male,47,Greater than 45,African-American,8,High,0,6,Medium,F,1
Female,36,25 - 45,African-American,5,Medium,1,4,Low,F,1
Male,21,Less than 25,African-American,4,Low,1,6,Medium,M,0
Male,25,25 - 45,African-American,10,High,3,9,High,M,1
Male,23,Less than 25,African-American,9,High,5,9,High,F,1
Male,23,Less than 25,Other,3,Low,0,4,Low,M,0
Female,24,Less than 25,Caucasian,10,High,0,6,Medium,M,0
Male,35,25 - 45,Caucasian,2,Low,2,1,Low,F,1
Female,23,Less than 25,Hispanic,4,Low,0,5,Medium,M,0
Female,19,Less than 25,African-American,4,Low,0,6,Medium,M,1
Male,32,25 - 45,Caucasian,1,Low,0,2,Low,F,1
Female,39,25 - 45,Caucasian,1,Low,0,1,Low,M,1
Male,30,25 - 45,African-American,9,High,12,6,Medium,F,1
Male,33,25 - 45,African-American,7,Medium,2,7,Medium,F,0
Male,20,Less than 25,Caucasian,3,Low,0,5,Medium,M,1
Female,36,25 - 45,Caucasian,2,Low,0,1,Low,M,0
Male,61,Greater than 45,Hispanic,1,Low,1,1,Low,F,0
Male,29,25 - 45,African-American,8,High,8,4,Low,F,1
Female,40,25 - 45,Caucasian,2,Low,0,1,Low,F,0
Male,53,Greater than 45,African-American,7,Medium,4,1,Low,F,0
Female,28,25 - 45,Caucasian,2,Low,0,2,Low,M,0
Male,38,25 - 45,Hispanic,2,Low,2,1,Low,M,0
Male,27,25 - 45,African-American,9,High,9,8,High,F,1
Male,55,Greater than 45,Caucasian,3,Low,0,1,Low,F,0
Male,22,Less than 25,African-American,7,Medium,1,6,Medium,M,0
Female,34,25 - 45,African-American,1,Low,1,1,Low,F,0
Male,55,Greater than 45,Caucasian,2,Low,1,3,Low,M,0
Male,24,Less than 25,Hispanic,8,High,2,6,Medium,F,1
Female,47,Greater than 45,African-American,9,High,21,6,Medium,M,1
Male,41,25 - 45,Other,1,Low,0,1,Low,M,0
Male,41,25 - 45,Hispanic,3,Low,0,1,Low,F,0
Male,61,Greater than 45,African-American,3,Low,12,4,Low,F,0
Male,57,Greater than 45,African-American,1,Low,3,1,Low,F,0
Female,38,25 - 45,Caucasian,3,Low,2,2,Low,M,0
Male,25,25 - 45,Caucasian,4,Low,13,3,Low,F,1
Male,23,Less than 25,African-American,2,Low,0,3,Low,F,1
Male,23,Less than 25,Caucasian,5,Medium,3,6,Medium,F,0
Male,20,Less than 25,African-American,3,Low,0,5,Medium,F,0
Male,44,25 - 45,Caucasian,8,High,1,5,Medium,F,0
Female,38,25 - 45,Caucasian,1,Low,1,1,Low,M,0
Male,56,Greater than 45,African-American,2,Low,5,2,Low,F,1
Male,43,25 - 45,Caucasian,2,Low,2,1,Low,F,1
Male,22,Less than 25,African-American,3,Low,0,5,Medium,F,1
Male,31,25 - 45,African-American,9,High,6,9,High,F,1
Male,32,25 - 45,Other,1,Low,0,2,Low,F,0
Male,29,25 - 45,African-American,6,Medium,0,3,Low,F,0
Male,22,Less than 25,African-American,9,High,1,10,High,F,1
Male,23,Less than 25,African-American,9,High,3,8,High,F,1
Male,24,Less than 25,Caucasian,4,Low,1,4,Low,F,0
Male,45,Greater than 45,Other,1,Low,0,1,Low,M,0
Male,21,Less than 25,African-American,9,High,2,7,Medium,F,0
Female,29,25 - 45,African-American,2,Low,0,2,Low,M,0
Female,51,Greater than 45,Caucasian,4,Low,0,1,Low,M,1
Male,36,25 - 45,Hispanic,2,Low,2,1,Low,M,1
Male,25,25 - 45,African-American,3,Low,1,4,Low,F,0
Male,46,Greater than 45,Hispanic,3,Low,13,2,Low,F,0
Male,62,Greater than 45,African-American,8,High,22,2,Low,F,1
Male,25,25 - 45,African-American,4,Low,0,5,Medium,F,1
Male,27,25 - 45,Caucasian,2,Low,2,3,Low,F,0
Male,49,Greater than 45,African-American,2,Low,0,2,Low,M,1
Female,22,Less than 25,Caucasian,9,High,3,4,Low,F,1
Female,34,25 - 45,Caucasian,10,High,9,6,Medium,M,1
Male,37,25 - 45,Hispanic,1,Low,1,1,Low,F,0
Male,21,Less than 25,Caucasian,3,Low,0,5,Medium,F,1
Male,51,Greater than 45,Caucasian,1,Low,3,1,Low,M,1
Female,39,25 - 45,Caucasian,5,Medium,2,1,Low,F,1
Male,43,25 - 45,African-American,3,Low,8,3,Low,F,1
Male,22,Less than 25,African-American,6,Medium,0,8,High,M,1
Female,28,25 - 45,African-American,7,Medium,4,3,Low,F,0
Male,43,25 - 45,Caucasian,9,High,0,3,Low,F,1
Male,27,25 - 45,Caucasian,8,High,7,6,Medium,F,1
Male,27,25 - 45,Other,2,Low,0,3,Low,F,1
Male,31,25 - 45,Caucasian,2,Low,1,2,Low,F,1
Female,28,25 - 45,African-American,2,Low,0,2,Low,M,0
Male,58,Greater than 45,Caucasian,2,Low,3,1,Low,M,0
Male,22,Less than 25,Caucasian,4,Low,0,5,Medium,F,1
Male,21,Less than 25,Hispanic,8,High,0,8,High,M,1
Male,31,25 - 45,African-American,4,Low,5,3,Low,F,1
Male,33,25 - 45,African-American,3,Low,0,3,Low,F,0
Male,26,25 - 45,African-American,10,High,6,4,Low,M,1
Female,23,Less than 25,African-American,5,Medium,1,5,Medium,M,0
Male,32,25 - 45,Caucasian,10,High,11,9,High,F,0
Male,57,Greater than 45,African-American,2,Low,2,1,Low,F,0
Male,22,Less than 25,Caucasian,8,High,0,8,High,F,0
Female,35,25 - 45,African-American,2,Low,2,1,Low,F,0
Male,47,Greater than 45,Caucasian,6,Medium,1,3,Low,F,1
Male,35,25 - 45,Hispanic,1,Low,2,1,Low,F,0
Male,29,25 - 45,African-American,9,High,17,8,High,F,1
Female,54,Greater than 45,Caucasian,2,Low,1,1,Low,M,0
Male,29,25 - 45,Caucasian,8,High,0,3,Low,F,0
Female,28,25 - 45,Other,4,Low,0,3,Low,M,1
Male,51,Greater than 45,African-American,8,High,17,2,Low,F,1
Female,36,25 - 45,African-American,6,Medium,0,2,Low,M,0
Male,35,25 - 45,Caucasian,4,Low,3,4,Low,M,1
Male,20,Less than 25,African-American,4,Low,1,7,Medium,F,1
Male,25,25 - 45,African-American,5,Medium,0,5,Medium,F,0
Male,29,25 - 45,African-American,5,Medium,2,3,Low,M,0
Male,31,25 - 45,Hispanic,10,High,0,9,High,F,1
Male,62,Greater than 45,African-American,1,Low,4,1,Low,F,0
Male,39,25 - 45,Caucasian,2,Low,0,2,Low,M,0
Male,30,25 - 45,African-American,4,Low,1,3,Low,F,1
Female,23,Less than 25,African-American,7,Medium,0,4,Low,F,0
Female,23,Less than 25,African-American,4,Low,1,4,Low,F,0
Female,37,25 - 45,Hispanic,3,Low,0,3,Low,M,0
Male,30,25 - 45,African-American,7,Medium,21,2,Low,F,1
Male,33,25 - 45,African-American,9,High,18,8,High,F,1
Male,20,Less than 25,Hispanic,4,Low,0,6,Medium,M,1
Female,61,Greater than 45,African-American,6,Medium,1,3,Low,F,0
Male,30,25 - 45,African-American,7,Medium,9,2,Low,F,1
Male,23,Less than 25,African-American,6,Medium,1,5,Medium,F,0
Female,27,25 - 45,African-American,3,Low,0,3,Low,F,1
Male,38,25 - 45,African-American,6,Medium,10,2,Low,M,0
Male,42,25 - 45,African-American,1,Low,1,1,Low,F,0
Male,31,25 - 45,African-American,3,Low,0,2,Low,F,0
Male,23,Less than 25,African-American,9,High,2,7,Medium,F,1
Male,31,25 - 45,Caucasian,3,Low,1,2,Low,F,1
Male,43,25 - 45,African-American,5,Medium,1,4,Low,M,1
Male,39,25 - 45,Caucasian,3,Low,0,1,Low,F,0
Male,31,25 - 45,African-American,2,Low,0,2,Low,M,0
Male,22,Less than 25,Caucasian,7,Medium,3,6,Medium,F,1
Female,33,25 - 45,African-American,3,Low,0,2,Low,F,0
Male,21,Less than 25,Caucasian,5,Medium,1,7,Medium,F,1
Male,23,Less than 25,African-American,6,Medium,1,8,High,F,1
Female,29,25 - 45,Caucasian,4,Low,0,3,Low,F,0
Male,62,Greater than 45,Caucasian,1,Low,2,1,Low,F,0
Female,56,Greater than 45,African-American,2,Low,1,1,Low,F,1
Female,24,Less than 25,African-American,3,Low,4,3,Low,F,1
Female,44,25 - 45,Caucasian,1,Low,0,1,Low,M,0
Male,22,Less than 25,African-American,7,Medium,2,8,High,F,1
Female,28,25 - 45,African-American,5,Medium,4,2,Low,F,1
Male,30,25 - 45,African-American,5,Medium,0,3,Low,F,0
Male,32,25 - 45,Caucasian,1,Low,1,1,Low,M,1
Male,51,Greater than 45,Caucasian,6,Medium,3,3,Low,F,0
Male,21,Less than 25,African-American,5,Medium,0,6,Medium,F,0
Male,21,Less than 25,African-American,9,High,2,9,High,F,1
Male,27,25 - 45,African-American,9,High,3,5,Medium,F,1
Male,28,25 - 45,Hispanic,4,Low,0,2,Low,F,0
Female,31,25 - 45,African-American,1,Low,0,1,Low,F,0
Male,33,25 - 45,African-American,8,High,0,6,Medium,M,1
Female,49,Greater than 45,Caucasian,2,Low,2,1,Low,F,0
Female,41,25 - 45,Other,3,Low,2,3,Low,F,0
Male,20,Less than 25,Caucasian,4,Low,0,7,Medium,M,0
Male,31,25 - 45,African-American,6,Medium,10,2,Low,F,1
Male,25,25 - 45,African-American,5,Medium,5,4,Low,F,1
Male,23,Less than 25,African-American,9,High,4,9,High,F,1
Male,26,25 - 45,Caucasian,4,Low,0,3,Low,M,0
Female,45,Greater than 45,Asian,3,Low,6,1,Low,F,1
Male,28,25 - 45,Caucasian,2,Low,1,2,Low,M,0
Female,28,25 - 45,African-American,9,High,13,6,Medium,F,1
Male,39,25 - 45,Caucasian,1,Low,0,1,Low,F,1
Male,59,Greater than 45,Hispanic,2,Low,1,1,Low,F,1
Male,52,Greater than 45,African-American,1,Low,4,1,Low,M,0
Male,36,25 - 45,Hispanic,5,Medium,1,3,Low,M,0
Male,54,Greater than 45,Hispanic,5,Medium,5,1,Low,F,0
Male,32,25 - 45,Caucasian,3,Low,0,2,Low,F,1
Male,54,Greater than 45,African-American,6,Medium,3,2,Low,M,0
Male,30,25 - 45,African-American,3,Low,2,2,Low,F,1
Female,21,Less than 25,African-American,5,Medium,0,5,Medium,M,1
Male,25,25 - 45,African-American,4,Low,2,5,Medium,M,1
Male,26,25 - 45,Hispanic,5,Medium,1,4,Low,F,1
Male,22,Less than 25,African-American,4,Low,0,4,Low,F,0
Male,61,Greater than 45,African-American,2,Low,20,1,Low,M,1
Male,24,Less than 25,Caucasian,6,Medium,2,5,Medium,F,0
Male,32,25 - 45,African-American,8,High,2,8,High,F,0
Female,26,25 - 45,Caucasian,9,High,2,4,Low,F,1
Female,34,25 - 45,African-American,3,Low,6,2,Low,F,0
Male,45,Greater than 45,African-American,8,High,12,6,Medium,M,1
Male,22,Less than 25,African-American,5,Medium,1,6,Medium,F,1
Male,54,Greater than 45,African-American,3,Low,4,1,Low,F,1
Male,51,Greater than 45,African-American,5,Medium,8,1,Low,M,0
Male,28,25 - 45,African-American,2,Low,0,3,Low,F,0
Male,23,Less than 25,Caucasian,2,Low,0,5,Medium,F,0
Male,30,25 - 45,Caucasian,2,Low,0,2,Low,F,1
Male,25,25 - 45,African-American,3,Low,0,4,Low,M,1
Male,25,25 - 45,Caucasian,5,Medium,2,3,Low,F,0
Male,28,25 - 45,Caucasian,7,Medium,2,8,High,F,0
Female,32,25 - 45,African-American,1,Low,0,1,Low,M,1
Male,35,25 - 45,African-American,4,Low,7,3,Low,F,0
Male,49,Greater than 45,African-American,1,Low,0,1,Low,M,1
Male,36,25 - 45,Caucasian,3,Low,5,2,Low,F,1
Male,33,25 - 45,African-American,9,High,16,9,High,M,1
Male,30,25 - 45,Other,1,Low,1,2,Low,F,0
Female,58,Greater than 45,Caucasian,2,Low,1,1,Low,M,0
Male,22,Less than 25,African-American,7,Medium,2,6,Medium,F,1
Male,28,25 - 45,Caucasian,3,Low,2,3,Low,F,1
Male,28,25 - 45,Hispanic,1,Low,0,2,Low,M,1
Male,26,25 - 45,African-American,10,High,6,9,High,F,1
Female,36,25 - 45,Caucasian,1,Low,3,1,Low,F,1
Male,23,Less than 25,Caucasian,9,High,0,9,High,F,0
Male,22,Less than 25,African-American,5,Medium,0,6,Medium,F,1
Male,25,25 - 45,African-American,9,High,10,6,Medium,F,1
Male,26,25 - 45,African-American,3,Low,0,3,Low,F,0
Male,25,25 - 45,African-American,5,Medium,1,6,Medium,F,0
Male,26,25 - 45,Caucasian,7,Medium,7,5,Medium,F,1
Male,40,25 - 45,Native American,6,Medium,2,2,Low,M,0
Male,28,25 - 45,African-American,2,Low,0,3,Low,M,1
Male,40,25 - 45,Hispanic,2,Low,1,2,Low,M,0
Male,56,Greater than 45,African-American,1,Low,1,1,Low,F,0
Male,51,Greater than 45,Caucasian,2,Low,3,2,Low,F,0
Male,36,25 - 45,African-American,4,Low,0,3,Low,F,0
Male,51,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Male,25,25 - 45,Caucasian,5,Medium,2,3,Low,F,0
Male,22,Less than 25,African-American,6,Medium,1,9,High,M,0
Female,35,25 - 45,African-American,8,High,9,7,Medium,F,0
Male,24,Less than 25,Caucasian,5,Medium,0,4,Low,M,1
Male,66,Greater than 45,African-American,2,Low,5,1,Low,M,1
Male,27,25 - 45,African-American,4,Low,6,4,Low,M,1
Male,22,Less than 25,Caucasian,9,High,2,7,Medium,F,1
Male,43,25 - 45,Caucasian,1,Low,2,1,Low,F,0
Male,22,Less than 25,African-American,6,Medium,2,7,Medium,F,0
Male,31,25 - 45,African-American,10,High,4,8,High,M,1
Female,23,Less than 25,Caucasian,9,High,4,5,Medium,M,1
Female,27,25 - 45,Caucasian,2,Low,0,2,Low,M,1
Male,31,25 - 45,African-American,9,High,8,5,Medium,F,1
Male,61,Greater than 45,African-American,8,High,29,5,Medium,F,1
Male,25,25 - 45,Caucasian,7,Medium,3,5,Medium,F,0
Female,52,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Male,35,25 - 45,Hispanic,7,Medium,0,4,Low,F,0
Female,24,Less than 25,Caucasian,5,Medium,0,2,Low,F,0
Male,50,Greater than 45,African-American,10,High,13,5,Medium,M,1
Male,57,Greater than 45,Other,1,Low,0,1,Low,F,0
Male,38,25 - 45,Caucasian,1,Low,2,1,Low,F,0
Male,22,Less than 25,African-American,3,Low,1,5,Medium,F,0
Male,26,25 - 45,Hispanic,5,Medium,1,3,Low,M,0
Male,25,25 - 45,African-American,10,High,8,9,High,F,0
Male,20,Less than 25,African-American,7,Medium,3,10,High,F,1
Male,34,25 - 45,African-American,2,Low,2,1,Low,F,0
Male,25,25 - 45,African-American,9,High,11,7,Medium,M,1
Female,24,Less than 25,Caucasian,5,Medium,0,4,Low,F,0
Male,24,Less than 25,Other,5,Medium,4,7,Medium,F,1
Male,49,Greater than 45,Caucasian,6,Medium,4,4,Low,M,1
Male,27,25 - 45,African-American,10,High,15,5,Medium,F,1
Male,28,25 - 45,African-American,5,Medium,10,3,Low,F,1
Male,33,25 - 45,African-American,5,Medium,15,2,Low,M,1
Male,55,Greater than 45,Caucasian,5,Medium,0,1,Low,F,0
Male,25,25 - 45,Caucasian,4,Low,1,6,Medium,F,0
Male,47,Greater than 45,Caucasian,3,Low,3,2,Low,M,1
Male,55,Greater than 45,African-American,7,Medium,10,4,Low,M,1
Male,22,Less than 25,African-American,3,Low,0,5,Medium,F,1
Male,32,25 - 45,African-American,8,High,9,8,High,F,1
Male,55,Greater than 45,Caucasian,1,Low,0,1,Low,F,1
Male,23,Less than 25,African-American,5,Medium,3,6,Medium,M,0
Male,54,Greater than 45,Caucasian,4,Low,2,2,Low,F,1
Male,40,25 - 45,Asian,1,Low,0,1,Low,F,0
Male,27,25 - 45,African-American,2,Low,0,3,Low,M,1
Male,36,25 - 45,Caucasian,1,Low,4,1,Low,M,1
Female,29,25 - 45,African-American,7,Medium,5,3,Low,F,1
Female,45,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Male,25,25 - 45,Other,6,Medium,2,6,Medium,M,0
Male,40,25 - 45,Caucasian,3,Low,4,5,Medium,F,1
Male,38,25 - 45,African-American,4,Low,7,4,Low,F,1
Male,57,Greater than 45,Caucasian,4,Low,3,2,Low,F,0
Male,26,25 - 45,African-American,10,High,3,8,High,F,1
Female,37,25 - 45,African-American,1,Low,0,1,Low,F,0
Female,42,25 - 45,African-American,6,Medium,0,2,Low,M,1
Male,41,25 - 45,Caucasian,1,Low,1,1,Low,F,0
Female,33,25 - 45,Other,2,Low,0,1,Low,F,0
Male,57,Greater than 45,African-American,1,Low,1,1,Low,F,0
Male,34,25 - 45,African-American,9,High,3,7,Medium,M,0
Male,29,25 - 45,African-American,4,Low,1,5,Medium,F,1
Male,45,Greater than 45,Hispanic,7,Medium,8,5,Medium,F,0
Male,22,Less than 25,Caucasian,4,Low,1,5,Medium,F,1
Female,22,Less than 25,African-American,8,High,0,9,High,M,1
Male,42,25 - 45,African-American,9,High,5,5,Medium,F,1
Male,21,Less than 25,African-American,4,Low,0,6,Medium,M,0
Male,56,Greater than 45,Caucasian,1,Low,1,1,Low,M,0
Male,48,Greater than 45,African-American,3,Low,4,3,Low,F,0
Male,27,25 - 45,Hispanic,2,Low,1,2,Low,M,0
Male,27,25 - 45,Caucasian,6,Medium,2,3,Low,F,1
Male,34,25 - 45,Hispanic,2,Low,1,2,Low,F,0
Male,23,Less than 25,African-American,6,Medium,5,5,Medium,F,1
Male,47,Greater than 45,African-American,5,Medium,3,9,High,F,1
Male,33,25 - 45,African-American,3,Low,6,3,Low,M,1
Male,58,Greater than 45,Caucasian,1,Low,1,1,Low,F,0
Female,33,25 - 45,African-American,5,Medium,1,2,Low,F,0
Female,40,25 - 45,African-American,5,Medium,2,1,Low,M,0
Male,22,Less than 25,Caucasian,5,Medium,0,6,Medium,F,1
Male,39,25 - 45,Caucasian,3,Low,2,1,Low,F,0
Male,30,25 - 45,Other,8,High,2,4,Low,F,0
Female,23,Less than 25,African-American,8,High,3,7,Medium,F,1
Male,35,25 - 45,Caucasian,1,Low,1,1,Low,F,0
Male,22,Less than 25,Hispanic,2,Low,0,5,Medium,M,0
Male,43,25 - 45,African-American,6,Medium,7,7,Medium,F,1
Male,37,25 - 45,Hispanic,4,Low,4,3,Low,M,0
Male,38,25 - 45,African-American,8,High,14,4,Low,F,0
Male,26,25 - 45,African-American,8,High,2,8,High,F,1
Male,60,Greater than 45,Hispanic,4,Low,0,1,Low,F,0
Female,39,25 - 45,Caucasian,4,Low,1,4,Low,F,0
Male,36,25 - 45,African-American,8,High,16,3,Low,M,1
Male,25,25 - 45,African-American,4,Low,1,3,Low,M,0
Male,21,Less than 25,Caucasian,4,Low,0,7,Medium,M,1
Female,28,25 - 45,Hispanic,3,Low,1,3,Low,F,1
Female,70,Greater than 45,Other,1,Low,0,1,Low,F,0
Male,25,25 - 45,African-American,9,High,3,5,Medium,M,1
Male,53,Greater than 45,African-American,2,Low,6,2,Low,F,1
Male,37,25 - 45,Caucasian,6,Medium,0,3,Low,F,0
Male,21,Less than 25,African-American,6,Medium,1,6,Medium,F,1
Male,28,25 - 45,African-American,6,Medium,1,4,Low,F,0
Male,21,Less than 25,African-American,6,Medium,1,7,Medium,F,0
Male,32,25 - 45,African-American,10,High,2,10,High,F,0
Male,56,Greater than 45,African-American,1,Low,0,2,Low,F,0
Male,30,25 - 45,Caucasian,3,Low,3,2,Low,M,0
Male,27,25 - 45,Caucasian,8,High,0,5,Medium,F,1
Male,37,25 - 45,Hispanic,2,Low,6,2,Low,F,1
Male,27,25 - 45,African-American,8,High,1,9,High,F,0
Male,41,25 - 45,African-American,7,Medium,7,3,Low,M,1
Female,30,25 - 45,African-American,3,Low,7,2,Low,M,1
Male,32,25 - 45,African-American,8,High,7,6,Medium,F,1
Male,26,25 - 45,Caucasian,5,Medium,7,3,Low,F,0
Male,31,25 - 45,African-American,4,Low,0,2,Low,M,0
Male,32,25 - 45,African-American,4,Low,3,5,Medium,F,0
Female,34,25 - 45,Caucasian,5,Medium,5,1,Low,F,1
Male,46,Greater than 45,African-American,1,Low,3,1,Low,F,0
Male,24,Less than 25,African-American,3,Low,1,3,Low,F,1
Male,32,25 - 45,African-American,6,Medium,7,7,Medium,F,1
Male,43,25 - 45,Caucasian,4,Low,6,1,Low,F,1
Male,50,Greater than 45,Caucasian,2,Low,3,1,Low,F,0
Male,30,25 - 45,Caucasian,4,Low,4,4,Low,F,1
Male,37,25 - 45,African-American,7,Medium,3,3,Low,M,0
Male,31,25 - 45,African-American,9,High,12,7,Medium,F,1
Male,37,25 - 45,Hispanic,5,Medium,1,1,Low,F,0
Male,21,Less than 25,Caucasian,6,Medium,1,9,High,F,0
Male,75,Greater than 45,Hispanic,1,Low,1,1,Low,F,0
Male,40,25 - 45,Caucasian,4,Low,3,3,Low,M,0
Female,53,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Male,31,25 - 45,Other,2,Low,6,2,Low,M,1
Male,33,25 - 45,African-American,3,Low,4,1,Low,M,0
Male,23,Less than 25,African-American,6,Medium,2,5,Medium,F,1
Female,22,Less than 25,African-American,4,Low,0,5,Medium,M,0
Male,27,25 - 45,African-American,3,Low,2,3,Low,M,1
Male,25,25 - 45,African-American,8,High,5,6,Medium,M,1
Male,24,Less than 25,Caucasian,2,Low,2,4,Low,F,0
Female,24,Less than 25,African-American,5,Medium,2,4,Low,F,1
Female,26,25 - 45,African-American,7,Medium,1,6,Medium,F,0
Male,56,Greater than 45,African-American,4,Low,9,2,Low,F,0
Female,26,25 - 45,African-American,10,High,3,8,High,F,1
Male,26,25 - 45,African-American,8,High,7,7,Medium,M,1
Male,20,Less than 25,Caucasian,4,Low,0,7,Medium,F,1
Male,27,25 - 45,African-American,6,Medium,4,5,Medium,M,1
Male,24,Less than 25,Caucasian,3,Low,1,4,Low,F,1
Male,26,25 - 45,African-American,7,Medium,8,5,Medium,F,1
Male,26,25 - 45,Caucasian,5,Medium,5,6,Medium,M,0
Male,54,Greater than 45,Hispanic,1,Low,0,1,Low,F,1
Male,65,Greater than 45,Caucasian,6,Medium,3,1,Low,F,0
Female,33,25 - 45,Caucasian,6,Medium,5,4,Low,M,1
Male,64,Greater than 45,African-American,6,Medium,13,2,Low,M,0
Male,24,Less than 25,Caucasian,2,Low,0,3,Low,F,0
Male,35,25 - 45,African-American,6,Medium,29,8,High,F,0
Female,57,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Female,46,Greater than 45,Caucasian,1,Low,0,1,Low,M,0
Male,56,Greater than 45,African-American,5,Medium,16,2,Low,F,0
Female,39,25 - 45,Caucasian,2,Low,0,1,Low,M,0
Male,68,Greater than 45,Caucasian,1,Low,4,1,Low,M,0
Female,22,Less than 25,African-American,9,High,5,6,Medium,F,1
Male,28,25 - 45,African-American,3,Low,1,3,Low,M,1
Male,39,25 - 45,African-American,6,Medium,19,1,Low,M,1
Male,38,25 - 45,Caucasian,1,Low,0,1,Low,M,0
Female,25,25 - 45,African-American,10,High,3,8,High,M,0
Male,25,25 - 45,Caucasian,5,Medium,2,4,Low,F,0
Male,21,Less than 25,African-American,7,Medium,3,6,Medium,F,1
Male,31,25 - 45,Caucasian,5,Medium,2,5,Medium,F,0
Male,33,25 - 45,African-American,6,Medium,3,2,Low,F,1
Male,26,25 - 45,African-American,10,High,20,10,High,F,1
Male,31,25 - 45,African-American,7,Medium,2,4,Low,F,0
Female,35,25 - 45,African-American,8,High,13,5,Medium,F,0
Male,34,25 - 45,African-American,8,High,19,4,Low,M,0
Male,41,25 - 45,Other,9,High,31,5,Medium,F,1
Male,57,Greater than 45,Other,1,Low,0,1,Low,M,0
Female,42,25 - 45,African-American,2,Low,1,1,Low,F,0
Male,26,25 - 45,African-American,10,High,9,6,Medium,F,1
Male,24,Less than 25,Caucasian,9,High,1,8,High,F,0
Male,36,25 - 45,African-American,6,Medium,2,6,Medium,F,1
Male,41,25 - 45,African-American,10,High,24,3,Low,F,1
Male,27,25 - 45,Caucasian,2,Low,0,3,Low,F,0
Female,58,Greater than 45,Other,1,Low,0,1,Low,F,1
Male,45,Greater than 45,Caucasian,1,Low,3,1,Low,F,1
Male,34,25 - 45,Caucasian,2,Low,5,2,Low,F,1
Male,50,Greater than 45,Hispanic,1,Low,0,1,Low,M,0
Male,25,25 - 45,Caucasian,8,High,6,6,Medium,F,1
Male,24,Less than 25,African-American,5,Medium,2,4,Low,M,1
Male,39,25 - 45,Hispanic,3,Low,2,1,Low,M,0
Male,27,25 - 45,African-American,7,Medium,2,6,Medium,F,0
Male,25,25 - 45,African-American,3,Low,3,3,Low,F,0
Male,30,25 - 45,Caucasian,4,Low,2,4,Low,M,1
Male,22,Less than 25,Caucasian,8,High,3,6,Medium,F,1
Male,27,25 - 45,African-American,5,Medium,0,6,Medium,F,0
Male,20,Less than 25,Other,3,Low,0,5,Medium,F,1
Male,41,25 - 45,African-American,5,Medium,19,9,High,F,1
Male,30,25 - 45,Caucasian,1,Low,0,2,Low,F,0
Male,24,Less than 25,African-American,8,High,3,7,Medium,F,1
Male,39,25 - 45,African-American,1,Low,0,1,Low,M,1
Male,32,25 - 45,African-American,6,Medium,6,4,Low,F,1
Female,32,25 - 45,African-American,2,Low,3,2,Low,F,1
Female,29,25 - 45,Caucasian,6,Medium,0,4,Low,F,1
Male,37,25 - 45,Other,1,Low,0,1,Low,F,1
Male,26,25 - 45,African-American,10,High,24,7,Medium,F,1
Male,24,Less than 25,African-American,6,Medium,2,5,Medium,F,1
Male,30,25 - 45,Other,1,Low,2,2,Low,F,0
Male,20,Less than 25,African-American,10,High,4,7,Medium,F,1
Male,25,25 - 45,African-American,6,Medium,1,5,Medium,M,1
Female,31,25 - 45,Caucasian,4,Low,0,2,Low,F,1
Male,25,25 - 45,African-American,5,Medium,0,5,Medium,M,1
Male,41,25 - 45,Caucasian,1,Low,0,1,Low,F,1
Male,25,25 - 45,Caucasian,3,Low,0,4,Low,F,0
Male,25,25 - 45,African-American,5,Medium,2,5,Medium,F,1
Male,22,Less than 25,African-American,4,Low,1,5,Medium,F,1
Female,25,25 - 45,African-American,7,Medium,0,5,Medium,F,0
Male,38,25 - 45,African-American,2,Low,0,1,Low,M,0
Male,40,25 - 45,Hispanic,5,Medium,0,1,Low,F,0
Female,49,Greater than 45,Caucasian,2,Low,4,1,Low,M,0
Female,35,25 - 45,Caucasian,3,Low,2,1,Low,M,0
Male,21,Less than 25,Native American,6,Medium,0,7,Medium,M,1
Male,25,25 - 45,Other,4,Low,0,3,Low,F,0
Male,21,Less than 25,Caucasian,4,Low,1,6,Medium,F,0
Female,24,Less than 25,Caucasian,4,Low,2,3,Low,F,0
Male,45,Greater than 45,Hispanic,3,Low,1,3,Low,F,0
Female,24,Less than 25,African-American,9,High,11,8,High,M,1
Male,28,25 - 45,Caucasian,3,Low,3,2,Low,F,0
Female,34,25 - 45,African-American,9,High,1,7,Medium,M,0
